text,label
1090/S0025-5718-00-01290-4 [6]  L,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 Jarzabek and P,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" Czarnul,Performance evaluation of unified memory and dynamic parallelism for selected parallel CUDA applications,The Journal of Supercomputing, 73:5378–5401, 2017","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 https://doi,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
org/10,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
1007/s11227-017-2091-x [7] P,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" Czarnul, M","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 Matuszek and A,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" Krzywaniak,Teaching high–performance computing systems–a case study with parallel programming apis: Mpi, openmp and cuda,International Conference on Computational Science, pages 398–412, 2024","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 https://doi,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
org/10,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
1007/ 978-3-031-63783-4_29 [8] R,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" Jesus, T","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" Oliveira e Silva, and M","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" Weiland,Vectorizing and distributing number-theoretic transform to count Goldbach partitions on Arm-based supercomputers,Concurrency and Com- putation: Practice and Experience, 35(28):e7882, 2023","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 https://doi,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
org/10,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
1002/cpe,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
7882 [9] M,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 O,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" Rabin,Probabilistic algorithm for testing primality,Journal of Number Theory, 12(1):128– 138, 1980","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
https://doi,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
org/10,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
1016/0022-314X(80)90084-0 [10] M,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 Foreˇ sek and J,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" Janˇ cina,Fast primality testing for integers that fit into a machine word, in Proceedings of CEUR Workshop Proceedings, vol","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" 1326, 2015","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
http://ceur-ws,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
org/Vol-1326/ 14,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning Shaoxuan Li1∗ Zhixuan Zhao1∗ Hanze Deng1∗ Zirun Ma1∗ Shulin Tian3 Zuyan Liu1 Yushi Hu2 Haoning Wu3 Yuhao Dong3# Benlin Liu2# Ziwei Liu3† Ranjay Krishna2† 1Tsinghua University 2University of Washington 3Nanyang Technological University Abstract Deep video understanding requires long-horizon, perception-centric reasoning that repeatedly revisits a video to gather temporally distributed evidence",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" However, existing benchmarks are either relatively easy (perception-centric but often solvable after a single view) or logic-heavy with simplified visuals, and thus do not faithfully measure multimodal test-time thinking that depends on repeated perception",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" We introducePerceptionComp, a fully manually annotated benchmark designed so that no single moment is sufficient: answering requires evidence from multiple temporally separated segments under compositional constraints",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" PerceptionComp contains1,114five-choice questions over279high-scene-complexity videos span- ning diverse domains",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Videos are selected using automatic proxies for scene complexity (SAM2 instance counts and optical-flow magnitude), and each question requires10–20 minutesof annotation",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Human evaluation confirms the intended difficulty: PerceptionComp requires substantially longer response times than prior benchmarks, and under a single-view setting (no rewatching) human accuracy drops to near chance (18",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
"97%), while experts can reach100%accuracy with unre- stricted rewatching and sufficient time",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 State-of-the-art MLLMs perform notably worse: the best model in our evaluation (Gemini-3-Flash) reaches only45,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
"96% accuracy, and open-source MLLMs remain below40%",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Test-time reasoning helps but remains far from human-level (e,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
g,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
", GPT-o3 exceeds GPT-4o by11",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
04%; Gemini-2,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
5-Pro exceeds Gemini-2,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
5-Flash by6,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
"19%), and increasing test-time compute via larger thinking-token budgets or more input frames further improves performance",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Finally, among the strongest frontier models we tested (Gemini-3 variants and GPT-o3), accuracies cluster in the mid-40s, suggesting a bottleneck in perception-centric long-horizon video reasoning",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 PerceptionComp provides a focused testbed for diagnosing these limitations and advancing multimodal visual thinking,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" 1 Introduction Videos capture human activities and the physical world, and multimodal intelligence—from robots to AI glasses—must achievedeepvideo understanding to be broadly useful",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Consider a seemingly simple query:“On which floor did the person last appear in the video before dropping theirapartment keys (not their office keys)?”Answering it requires long-horizon, step-by-step repeated perception that composes multiple perceptual skills:semantic recognition(identify which object is a key), correspondence(track the apartment key rather than the office key),temporal reasoning(locate the drop event and trace back to the previous time the key appears), andspatial reasoning(infer the ∗ Equal contribution # Project co-lead † Equal advising Preprint",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Code and data are available athttps://perceptioncomp,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
github,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
io,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 arXiv:2603,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
26653v1  [cs,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
CV]  27 Mar 2026,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
(a)Perception-CentricReasoning VideoMMELongVideoBenchVideoMMMUPerceptionTest PerceptionComp 13s27s65s 144sAverageAnsweringTime onVideoBenchmarks(b) Human Study Question:①locatethestorewithagiantglasscube,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
"②Onthestreetnexttothisglasscube,therearetwofoodtrucksofthesamecolor",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
"③Whenpassingthefoodtruckclosertotheglasscube,anSUVofthesamecolorasthefoodtruckappearsontheright-handsideoftheroad",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
④WhatisthecolorofthevestofthecyclistpassingbythisSUVatthismoment? 1,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Findtheglasscube,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 5,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
FindayellowSUVontheright,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 2,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
Nextstepistolocatethefoodtrucks…atthecrossing 6,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
Findcyclist:the colorislightgreen,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
4,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
Ineedtofindoutwhenthe foodtruck…acrossthevideo3,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
Findtwoyellowfoodtrucks,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 VideoHolmes26s 8s Minerva32s Figure 1:Overview of the PerceptionComp benchmark,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
"(a) An example from PerceptionComp, where models are required to perform complex, perception-centric reasoning with various types of subconditions to arrive at the final answer",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" (b) Results from a human study measuring question-answering time, showing that PerceptionComp is more challenging for humans than previous perception and reasoning video benchmarks, largely due to its emphasis on perception-centric reasoning",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 building layout and floor level),PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Recent breakthroughs in long-horizon reasoning for mathematics and coding suggest thattest-time scaling—allocating more computation during inference—is a promising route for enabling multimodal language models (MLLMs) to perform such multi-step, perception-driven video reasoning Guo et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025a], Huang et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025], Li et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025], Feng et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2025],PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" For deep video understanding, this should not mean only longer language-side thinking; it should also mean composing multiple perception skills and repeatedly revisiting the video to gather visual information across different dimensions",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" However, existing video benchmarks do not adequately measure this capability",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Many widely used benchmarks (e,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
g,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
", VideoMME, Perception Test) Fu et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2024], Hu et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025], Cheng et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025], Patraucean et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2023a] are perception-centric but relatively easy: humans can often answer after a single viewing with minimal deliberation (Fig,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" 1), leaving limited room to differentiate models’ test- time thinking ability",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" In contrast, benchmarks that demand substantial reasoning, such as geometry or maze solving Rasheed et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025], Wu et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2024a], often derive difficulty primarily from logical structure rather than real-world perception, since their visual inputs are synthetic or overly simple",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Even long-video understanding benchmarks Wu et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2024b] frequently stress memory more than evidence-seeking reasoning,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" As a result, there is still no benchmark that is simultaneously long-horizon, perception-centric, and truly forces repeated visual information gathering",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" To fill this gap, we introducePerceptionComp, a manually annotated benchmark forcomplex, compo- sitional, and comprehensive perception-centricvideo reasoning over long horizons",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 PerceptionComp is constructed so that no single moment is sufficient: solving a question requires multiple temporally separated pieces of visual evidence and compositional constraints,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Concretely, each question com- bines several perceptual sub-conditions under two logics—conjunctiveandsequential—so the model must satisfy multiple constraints and track entities/states across time",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Each sub-condition is itself a perceptual subtask that requires extracting diverse visually grounded information from the video, including objects, attributes, relations, locations, actions, and events",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Completing these subtasks requires a range of perceptual skills, including semantic recognition, visual correspondence, temporal reasoning, and spatial reasoning; some questions additionally involve commonsense knowledge tightly linked to the visual content and simple near-future prediction from ongoing dynamics",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" We manually annotate PerceptionComp following this question design on 279 videos drawn from diverse domains, such as city walk tours, large indoor villa tours, video games, and extreme outdoor sports, resulting in 1,114 highly complex questions",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" We quantify scene complexity using automatic signals: specifically, we use the number of instances detected by SAM2 Ravi et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2024] and optical-flow magnitude Teed and Deng [2020] as proxies for object density, motion intensity, and scene-change dynamics, and we select high-complexity videos with many objects, intense motion, and frequent transitions",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Beyond video complexity, each question has high compositional complexity and requires multiple perceptual reasoning skills to extract different aspects of visual evidence",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" To ensure correctness under this extreme difficulty, we adopt 100% manual annotation: each question takes 10–20 minutes from video selection to final annotation",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 We use a five-choice format for reliable 2,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
Table 1:Comparison of PerceptionComp with other benchmarks,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
"PerceptionComp distinguishes itself from previous benchmarks by emphasizing perception-centric reasoning, assessing how models integrate visual evidence with reasoning processes",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Benchmark Properties Video Domain # QA Per,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
Rea Annotation MMVU Zhao et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025] Educational videos 3,000✗Manual VideoMME Fu et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2024] YouTube videos 2,700✗Manual VCR-Bench Qi et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025] Short films 1,034✗Manual MINERV A Nagrani et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025] Mix 1,515✗Manual VideoMMMU Hu et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2025] Lectures 900✗Manual Video-Holmes Cheng et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025] Short films 1,834✗Automatic&Manual PerceptionComp In-the-wild videos 1114 ✓ Manual evaluation and report accuracy as the metric; answer options are designed to be plausible and closely confusable, so disambiguation requires video evidence rather than option priors",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 We first evaluate PerceptionComp with humans and treat human performance as a gold standard for benchmark quality,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" In our human study, participants watch the video and answer; during answering, they may rewatch the video as needed",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 We measure response time and find that participants take substantially longer on PerceptionComp than on prior benchmarks (Fig,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 1): more than 2× longer than VideoMMMU Hu et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025], more than10× longer than VideoMME Fu et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2024], more than5× longer than Video-Holmes Cheng et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025], and more than 5× longer than LongVideoBench Wu et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2024b], even though most of our videos are not longer than 10 minutes",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 This shows that video context length is not the only dimension of video thinking,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 We further evaluate a stricter setting where participants may watch the video only once and cannot rewatch while answering; accuracy in this setting is near chance (18,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
"97%), even with extended thinking time",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Together, these results show that PerceptionComp (i) requires substantial test-time thinking to solve and (ii) cannot be solved without repeated perception steps, ruling out shortcuts based on single-view memory or language priors",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Given its coverage of diverse perceptual skills, PerceptionComp also serves as a testbed for perceptual competence",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 We further evaluate PerceptionComp on state-of-the-art MLLMs,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" While these models achieve strong results on existing benchmarks, they perform notably worse on PerceptionComp",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Even the best- performing model in our evaluation (Gemini-3-Flash Comanici et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2025]) reaches only 45,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
"96% accuracy in the five-choice setting, and open-source MLLMs Bai et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025a,b], Wang et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025a], Team et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025a], Xiaomi et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2025] remain below 40%,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" In contrast, human participants can reach 100% accuracy when given sufficient time with unrestricted rewatching",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Moreover, test-time reasoning helps, but performance remains far from human-level",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Thinking models outperform their non-thinking counterparts: GPT-o3 Jaech et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2024] surpasses GPT-4o Hurst et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2024] by 11,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
"04%, and Gemini-2",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
5-Pro exceeds Gemini-2,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
5-Flash by 6,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
19%,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 By controlling the thinking-token budget for Gemini-2,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
5-Flash Comanici et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025], we further show that allocating more test-time tokens improves performance",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 We also find that providing more input frames boosts accuracy for both GPT-o3 Jaech et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2024] and Qwen3-VL-8B Yang et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025a], consistent with the benchmark’s reliance on temporally distributed evidence",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Finally, among the strongest frontier models we tested (Gemini-3 variants and GPT-o3), despite different architectures/interfaces, accuracies cluster in the mid-40s, suggesting a potential bottleneck in perception-centric long-horizon video reasoning",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" To better understand this regime, we analyze representative failure cases of frontier models and characterize common bottlenecks",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 We hope PerceptionComp will help the community recognize these limitations and drive progress in perceptual reasoning,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 2 Related Work General Video Understanding Benchmarks,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
Traditional video understanding benchmarks often focus on relatively basic perceptual understanding—either local details (e,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
g,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
", short clips or fine-grained actions) or global summaries—with outcome-based metrics",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Recent general-purpose benchmarks like Video-MME Fu et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2024] and ALLVB Tan et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2025] broaden task coverage across domains and 3,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
"video lengths, while task-specific suites such as MVBench Li et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2024a] and NExT-QA Xiao et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2021] isolate skills like temporal reasoning and object interaction,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 The Perception Test Patraucean et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2023b] further provides diagnostic, perception-oriented evaluation on purposefully designed real-world videos",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" However, these benchmarks are typically solvable with limited cross-moment evidence integration and thus remain comparativelyeasyas probes of long-horizon, compositional video thinking",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Long-video benchmarks Wang et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025b], Wu et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2024b], Rawal et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2024], Song et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2024] emphasize memory and narrative comprehension over extended durations but largely reduce evaluation to single-turn QA,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Egocentric benchmarks Grauman et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2022], Mangalam et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2023] add realism through first-person perspectives, but they typically do not require repeated perception to iteratively gather diverse visual evidence across multiple segments",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 PerceptionComp differs by making difficultyperception-bottleneckedthrough long-horizon compositional queries that require repeated evidence gathering,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Complex Multimodal Reasoning Benchmarks,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
Recent progress in multimodal reasoning has led to benchmarks that go beyond surface-level understanding to evaluate structured inference across vision and language,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" In the image domain, VCBench and related benchmarks Li et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2024b], Hao et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025], Xu et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025] target mathematical, scientific, and logical reasoning where visual inputs mainly serve as a carrier of symbolic structure, and ScienceQA Saikh et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2022] and EXAMS-V Das et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2024] introduce academic-style questions that emphasize explanation and cross-domain knowledge,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" In video, early benchmarks Xu et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2017], Yu et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2019], Xiao et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2021] focus on short-term understanding, while later ones Li et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2024a], Liu et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2024a,b] add richer temporal structure but often remain relatively shallow",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Long-context benchmarks Wu et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2024b], Fu et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2024] scale to longer videos, yet many questions can still be answered from isolated cues",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 More advanced evaluations Zhao et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025], Hu et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025], Rasheed et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025], Yang et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025b] target scientific, academic, or spatial understanding, and VCR-Bench Qi et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2025] and MME-CoT Jiang et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2025] begin to assess chain-of-thought behavior,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Recent benchmarks such as MINERV A Nagrani et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2025] and Video-Holmes Cheng et al,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 [2025] further emphasize multi-step temporal and causal inference,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" However, across many of these “hard” settings, difficulty is often dominated bylogicalordomainreasoning (e",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
g,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
", math/science/geometry), with comparatively lightweight perceptual demands",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" In contrast (Table 1), PerceptionComp makes the bottleneckperception: questions are designed so that no single moment is sufficient and solving them requires repeatedly gathering fine-grained visual evidence across temporally separated segments, yielding a more faithful probe of perception-centric compositional video reasoning",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
 Multimodal Reasoning Models,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
Reasoning-oriented LLMs show that long-horizon inference benefits from step-by-step reasoning and test-time scaling,PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" In parallel, MLLMs have evolved from early image–text systems to unified models that directly accept visual inputs",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" Frontier proprietary models (GPT-style, Gemini-style) Hurst et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2024], Comanici et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025] and strong open-source families (Qwen-VL, InternVL, Molmo) Bai et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025a], Yang et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025a], Wang et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2025a], Clark et al",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
" [2026] support direct image understanding, and increasingly extend the same interface to videos for end-to-end video QA",PerceptionComp: A Video Benchmark for Complex Perception-Centric Reasoning
